Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11834,794,530,0,863,1025,5695,0,-37831117,144913785,90
1,11762,789,530,0,851,1024,5695,0,-37831117,144913785,90
1,11650,779,530,0,850,1023,5418,0,-37831106,144913805,90
1,11531,768,530,0,849,1001,5053,0,-37831092,144913823,90
1,11536,764,530,0,849,996,4745,0,-37831079,144913840,90
1,11594,766,530,0,858,994,4347,0,-37831064,144913855,80
1,11771,770,530,0,870,994,3881,0,-37831047,144913870,80
1,11918,770,530,0,878,987,3420,0,-37831032,144913881,80
1,11911,773,530,0,882,987,3022,0,-37831014,144913893,80
1,11883,780,530,0,889,980,2675,0,-37830996,144913903,80
1,11897,784,530,0,887,988,2283,0,-37830977,144913910,80
1,11964,790,530,0,887,982,1953,0,-37830959,144913918,80
1,12234,796,530,0,885,986,1670,0,-37830941,144913925,80
1,12350,799,530,0,882,980,1390,0,-37830921,144913930,80
1,12287,807,530,0,885,976,1118,0,-37830901,144913933,80
1,12330,814,530,0,897,979,845,0,-37830881,144913935,80
1,12492,822,530,0,910,980,507,0,-37830861,144913936,80
1,12586,831,529,0,923,995,245,0,-37830839,144913936,80
1,12557,836,529,0,938,1015,35957,0,-37830819,144913933,80
1,12575,835,530,0,946,1043,35671,0,-37830797,144913931,80
1,11411,825,529,0,947,1057,35460,0,-37830777,144913928,80
1,9303,803,529,0,946,1067,35293,0,-37830756,144913923,80
1,9541,779,529,0,947,1058,35197,0,-37830736,144913920,80
1,8173,756,529,0,946,1068,35065,0,-37830716,144913915,80
1,9380,735,529,0,947,1072,34946,0,-37830697,144913910,80
1,8755,711,529,0,947,1077,34804,0,-37830679,144913905,80
1,8209,681,529,0,944,1070,34610,0,-37830661,144913898,80
1,8655,654,529,0,942,1052,34470,0,-37830644,144913891,80
1,8499,632,529,0,938,1043,34302,0,-37830627,144913885,80
1,8882,617,529,0,933,1036,34109,0,-37830612,144913878,80
1,8886,607,529,0,930,1037,33933,0,-37830599,144913870,80
1,8817,593,529,0,922,1039,33649,0,-37830586,144913861,80
1,8710,580,529,0,911,1042,33392,0,-37830572,144913853,80
1,8502,566,529,0,903,1054,33104,0,-37830559,144913843,80
1,8326,549,529,0,897,1055,32767,0,-37830547,144913831,80
1,8082,528,529,0,894,1058,32419,0,-37830536,144913821,80
1,7790,507,529,0,892,1040,31991,0,-37830527,144913808,80
1,7680,489,529,0,896,1027,31450,0,-37830519,144913795,80
1,7662,476,529,0,896,1017,30724,0,-37830512,144913781,80
1,7545,472,529,0,893,1027,29990,0,-37830507,144913766,80
1,7412,466,529,0,892,1028,29285,0,-37830504,144913753,80
