Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11799,786,519,0,867,1018,5895,0,-37831054,144913750,110
1,11797,780,520,0,861,1015,5600,0,-37831054,144913750,110
1,11811,773,520,0,855,1010,5289,0,-37831041,144913768,110
1,11926,767,520,0,850,1009,4959,0,-37831027,144913786,120
1,11942,765,521,0,847,1005,4689,0,-37831014,144913803,120
1,11909,761,522,0,845,1004,4251,0,-37830999,144913820,110
1,11928,759,523,0,853,997,3823,0,-37830984,144913833,110
1,12094,760,523,0,854,988,3404,0,-37830967,144913845,110
1,12131,761,524,0,862,979,2970,0,-37830949,144913855,110
1,12016,767,525,0,875,974,2612,0,-37830931,144913865,120
1,12065,778,526,0,892,984,2130,0,-37830912,144913871,120
1,12091,786,528,0,897,977,1674,0,-37830894,144913876,120
1,12279,790,529,0,909,969,1373,0,-37830874,144913881,120
1,12287,798,530,0,912,957,979,0,-37830854,144913883,120
1,12343,815,531,0,922,968,755,0,-37830834,144913886,120
1,12463,829,532,0,928,992,473,0,-37830812,144913886,120
1,12578,838,533,0,935,1022,272,0,-37830792,144913886,120
1,12520,835,534,0,948,1036,72,0,-37830771,144913886,120
1,11911,816,535,0,953,1051,35860,0,-37830749,144913885,120
1,11160,798,536,0,959,1061,35697,0,-37830729,144913883,120
1,10291,780,537,0,970,1061,35563,0,-37830707,144913880,120
1,9158,752,537,0,970,1053,35428,0,-37830689,144913878,120
1,10436,733,538,0,962,1030,35312,0,-37830669,144913875,120
1,10219,719,539,0,956,1043,35232,0,-37830651,144913871,120
1,10305,707,540,0,947,1043,35098,0,-37830632,144913866,120
1,9988,693,541,0,930,1048,35021,0,-37830616,144913863,120
1,9861,673,541,0,919,1042,35019,0,-37830597,144913860,120
1,9718,658,542,0,914,1038,34879,0,-37830581,144913855,120
1,9578,645,543,0,909,1043,34638,0,-37830564,144913848,120
1,9460,630,543,0,904,1043,34362,0,-37830549,144913841,120
1,9309,615,544,0,900,1045,34085,0,-37830534,144913835,120
1,9117,599,544,0,901,1047,33748,0,-37830521,144913826,120
1,8874,583,545,0,902,1049,33334,0,-37830507,144913816,120
1,8644,565,545,0,904,1046,32923,0,-37830494,144913806,120
1,8494,547,545,0,902,1049,32458,0,-37830482,144913795,120
1,8297,531,545,0,904,1054,31979,0,-37830472,144913781,120
1,8045,514,546,0,903,1049,31431,0,-37830464,144913768,120
1,7861,491,547,0,902,1041,30901,0,-37830457,144913755,120
1,7790,476,549,0,906,1030,30367,0,-37830451,144913741,120
1,7719,465,551,0,908,1027,29787,0,-37830446,144913726,120
1,7597,453,552,0,908,1023,29035,0,-37830442,144913711,120
1,7399,444,555,0,908,1010,28371,0,-37830441,144913696,110
1,7388,438,556,0,911,995,27575,0,-37830441,144913681,110
1,7211,435,557,0,908,981,26804,0,-37830441,144913666,110
1,7499,446,559,0,911,968,26240,0,-37830444,144913653,110
1,7622,461,560,0,917,967,25411,0,-37830447,144913640,110
1,7637,472,561,0,923,967,24630,0,-37830454,144913628,110
1,7743,486,563,0,927,965,23840,0,-37830461,144913616,110
1,7916,496,563,0,933,964,23229,0,-37830469,144913605,110
1,7960,508,564,0,943,962,22646,0,-37830479,144913593,110
1,8079,523,565,0,959,962,22078,0,-37830489,144913585,110
1,8248,535,565,0,981,959,21672,0,-37830499,144913575,110
1,8333,548,566,0,1002,961,21257,0,-37830512,144913568,120
1,8482,565,566,0,1030,960,20907,0,-37830524,144913560,120
1,8656,577,567,0,1055,973,20601,0,-37830536,144913553,120
1,8911,590,568,0,1076,973,20429,0,-37830549,144913546,120
1,9125,601,568,0,1089,984,20510,0,-37830562,144913538,110
1,9388,606,568,0,1101,977,20698,0,-37830574,144913528,110
1,9641,613,568,0,1116,985,20907,0,-37830587,144913518,110
1,9635,622,567,0,1111,973,21283,0,-37830601,144913508,110
1,9935,626,567,0,1115,980,21688,0,-37830612,144913495,110
1,10020,637,566,0,1111,965,22208,0,-37830624,144913481,110
1,10073,649,566,0,1111,977,22625,0,-37830634,144913466,110
1,10211,658,564,0,1094,968,23067,0,-37830644,144913451,110
1,10216,669,562,0,1097,974,23686,0,-37830652,144913433,110
1,10309,678,562,0,1085,970,23945,0,-37830661,144913415,110
1,10460,689,559,0,1081,969,24473,0,-37830666,144913395,110
1,10554,699,558,0,1070,970,24758,0,-37830672,144913375,110
1,10659,711,556,0,1061,972,25125,0,-37830677,144913355,110
1,10804,721,553,0,1052,969,25379,0,-37830682,144913333,110
1,10950,730,552,0,1038,968,25653,0,-37830686,144913311,110
1,11088,742,548,0,1031,970,25927,0,-37830689,144913290,110
1,11254,755,545,0,1022,978,26110,0,-37830691,144913266,110
1,11363,763,544,0,1017,976,26259,0,-37830694,144913243,110
1,11531,770,540,0,1012,978,26351,0,-37830696,144913220,110
1,11664,780,538,0,1011,969,26450,0,-37830697,144913195,110
1,11783,788,537,0,1013,974,26500,0,-37830699,144913171,110
1,11928,799,534,0,1014,970,26570,0,-37830701,144913146,110
1,12048,810,533,0,1013,980,26574,0,-37830701,144913121,110
1,12214,818,531,0,1009,979,26598,0,-37830702,144913096,110
1,12330,826,529,0,1005,980,26618,0,-37830704,144913070,110
1,12432,833,529,0,999,976,26651,0,-37830706,144913045,110
1,12541,841,527,0,998,979,26740,0,-37830706,144913018,110
1,12660,850,526,0,992,980,26758,0,-37830707,144912993,110
1,12784,857,525,0,994,986,26765,0,-37830709,144912966,100
1,12892,862,524,0,990,981,26739,0,-37830709,144912938,100
1,12992,868,524,0,990,984,26720,0,-37830711,144912911,100
1,13080,874,523,0,992,992,26740,0,-37830711,144912885,100
1,13178,881,522,0,1009,1017,26741,0,-37830712,144912856,100
1,13212,880,522,0,1020,1033,26684,0,-37830714,144912830,100
1,12834,869,521,0,1042,1041,26680,0,-37830716,144912801,100
1,12615,853,521,0,1062,1041,26627,0,-37830717,144912773,100
1,12353,840,521,0,1081,1040,26641,0,-37830719,144912746,110
1,12140,824,521,0,1095,1042,26668,0,-37830719,144912720,110
1,11850,809,521,0,1106,1039,26796,0,-37830721,144912693,110
1,11569,796,521,0,1113,1043,26929,0,-37830721,144912668,110
1,11467,780,521,0,1117,1047,27125,0,-37830719,144912643,110
1,11333,765,521,0,1122,1046,27391,0,-37830717,144912618,110
1,11113,747,522,0,1127,1052,27679,0,-37830714,144912593,110
1,10830,730,523,0,1137,1040,28014,0,-37830711,144912570,110
1,10611,712,523,0,1140,1046,28340,0,-37830706,144912546,110
1,10344,698,523,0,1146,1048,28685,0,-37830701,144912525,110
1,10185,683,523,0,1146,1067,29078,0,-37830692,144912505,110
1,10018,661,523,0,1139,1063,29520,0,-37830686,144912485,110
1,9683,636,524,0,1132,1055,30013,0,-37830676,144912466,110
1,9347,614,524,0,1129,1045,30610,0,-37830666,144912451,110
1,9089,598,525,0,1119,1044,31112,0,-37830654,144912436,110
1,8890,582,527,0,1116,1046,31762,0,-37830642,144912425,110
1,8733,566,527,0,1115,1033,32354,0,-37830631,144912415,110
1,8453,550,528,0,1110,1018,32883,0,-37830617,144912406,110
1,8241,539,529,0,1119,1003,33530,0,-37830604,144912400,110
1,8381,538,529,0,1123,1016,34121,0,-37830591,144912395,110
1,8525,538,531,0,1122,1012,34702,0,-37830577,144912393,110
1,8683,529,532,0,1122,1005,35366,0,-37830564,144912393,110
1,8603,523,533,0,1119,984,35986,0,-37830551,144912393,110
1,8643,529,535,0,1110,986,592,0,-37830539,144912396,110
1,8636,535,537,0,1111,983,1545,0,-37830527,144912403,110
1,8688,539,538,0,1108,985,2251,0,-37830514,144912411,110
1,8696,545,541,0,1105,979,2923,0,-37830504,144912420,110
1,8752,552,542,0,1098,977,3529,0,-37830492,144912431,110
1,8815,558,543,0,1085,966,4052,0,-37830484,144912443,110
1,8845,569,545,0,1069,966,4668,0,-37830474,144912456,110
1,8840,582,545,0,1059,965,5317,0,-37830467,144912471,110
1,8949,594,547,0,1048,968,5841,0,-37830461,144912486,110
1,9119,605,548,0,1039,968,6300,0,-37830456,144912505,110
1,9312,618,548,0,1033,968,6588,0,-37830449,144912521,110
1,9466,628,550,0,1025,968,6805,0,-37830444,144912540,110
1,9610,639,550,0,1018,969,6992,0,-37830439,144912558,110
