Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11904,811,503,0,842,1036,5797,0,-37831077,144913758,90
1,11753,799,503,0,843,1024,5797,0,-37831071,144913768,90
1,11980,790,503,0,849,1017,5435,0,-37831064,144913778,90
1,11997,778,504,0,841,1011,5023,0,-37831051,144913796,80
1,11937,779,504,0,839,995,4715,0,-37831037,144913813,80
1,12019,779,504,0,833,993,4259,0,-37831022,144913828,80
1,12082,779,504,0,835,987,3777,0,-37831006,144913841,80
1,12424,787,504,0,838,994,3399,0,-37830989,144913855,80
1,12274,790,504,0,848,995,3033,0,-37830971,144913865,80
1,12227,789,504,0,865,986,2614,0,-37830952,144913875,80
1,12219,792,504,0,891,981,2132,0,-37830932,144913881,80
1,12249,800,504,0,903,977,1598,0,-37830912,144913886,80
1,12348,807,504,0,916,979,1254,0,-37830894,144913890,80
1,12360,815,504,0,930,979,943,0,-37830874,144913893,80
1,12466,824,504,0,942,1001,674,0,-37830852,144913895,80
1,12526,830,504,0,950,1017,419,0,-37830832,144913895,80
1,12091,826,504,0,956,1039,232,0,-37830812,144913895,80
1,11618,814,504,0,962,1039,68,0,-37830791,144913895,80
1,11374,799,504,0,960,1048,35939,0,-37830769,144913895,80
1,11325,784,504,0,964,1045,35841,0,-37830749,144913893,80
1,10602,767,504,0,962,1050,35733,0,-37830729,144913891,80
1,10857,749,504,0,961,1041,35641,0,-37830709,144913890,80
1,10445,733,504,0,955,1038,35526,0,-37830691,144913886,80
1,10509,717,504,0,949,1030,35460,0,-37830672,144913885,80
1,10321,706,504,0,941,1032,35312,0,-37830654,144913881,80
1,10114,696,504,0,936,1038,35232,0,-37830636,144913878,80
1,9995,683,504,0,924,1044,35097,0,-37830619,144913875,80
1,9786,668,504,0,912,1049,34940,0,-37830602,144913870,80
1,9517,652,504,0,909,1054,34756,0,-37830586,144913865,80
1,9295,633,504,0,907,1055,34471,0,-37830569,144913858,80
1,9097,612,504,0,903,1052,34232,0,-37830554,144913850,80
1,8824,593,504,0,902,1051,33964,0,-37830539,144913843,80
1,8554,576,504,0,902,1056,33510,0,-37830526,144913833,80
