Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11691,770,474,0,861,1030,5681,0,-37831126,144913793,120
1,11848,756,474,0,854,1024,5404,0,-37831126,144913793,120
1,11937,742,474,0,857,1005,5080,0,-37831112,144913811,120
1,12055,740,474,0,847,993,4677,0,-37831097,144913828,120
1,12108,740,474,0,858,990,4273,0,-37831082,144913843,120
1,12060,742,475,0,865,980,3844,0,-37831067,144913856,120
1,12353,749,475,0,873,981,3425,0,-37831051,144913868,120
1,12116,757,475,0,883,977,2964,0,-37831032,144913878,120
1,12145,763,475,0,899,975,2589,0,-37831014,144913888,120
1,12285,771,475,0,895,980,2052,0,-37830994,144913895,120
1,12432,782,474,0,886,986,1790,0,-37830976,144913900,120
1,12615,787,474,0,884,977,1501,0,-37830956,144913906,120
1,12547,789,474,0,873,961,1190,0,-37830936,144913910,120
1,12618,807,474,0,878,961,983,0,-37830916,144913913,120
1,12760,831,474,0,887,976,699,0,-37830896,144913915,120
1,12925,842,474,0,913,1000,407,0,-37830874,144913915,120
1,12931,846,474,0,930,1004,52,0,-37830852,144913913,130
1,12468,844,474,0,949,1028,35769,0,-37830829,144913911,130
1,12187,840,474,0,953,1033,35462,0,-37830809,144913906,130
1,11043,829,474,0,964,1065,35274,0,-37830787,144913903,130
1,11210,811,474,0,959,1061,35114,0,-37830767,144913898,130
1,9858,780,474,0,954,1059,35075,0,-37830746,144913893,130
1,10485,747,474,0,952,1041,34975,0,-37830727,144913890,130
1,9683,732,474,0,953,1037,34875,0,-37830707,144913883,130
1,9685,720,474,0,936,1032,34696,0,-37830692,144913878,130
1,10026,705,474,0,927,1049,34659,0,-37830674,144913873,130
1,9850,695,474,0,921,1056,34522,0,-37830657,144913866,130
1,9786,676,475,0,909,1077,34320,0,-37830641,144913860,130
1,9459,649,475,0,901,1066,34153,0,-37830624,144913851,130
1,9030,624,475,0,895,1065,33947,0,-37830609,144913843,130
1,8836,599,475,0,892,1054,33595,0,-37830596,144913833,130
1,8631,578,475,0,890,1045,33223,0,-37830582,144913823,130
1,8510,560,475,0,887,1039,32822,0,-37830571,144913811,130
1,8357,546,475,0,891,1039,32316,0,-37830561,144913800,130
1,8237,533,475,0,893,1032,31809,0,-37830552,144913786,130
1,8187,518,475,0,898,1025,31150,0,-37830544,144913771,130
1,8031,507,475,0,898,1021,30523,0,-37830537,144913756,130
1,7835,502,475,0,900,1020,29937,0,-37830532,144913741,130
1,7614,493,475,0,899,1020,29175,0,-37830531,144913726,130
1,7978,485,475,0,902,1013,28658,0,-37830527,144913710,120
1,7943,480,475,0,904,1011,27930,0,-37830527,144913695,120
1,8241,474,475,0,906,1018,27312,0,-37830527,144913678,120
1,8263,471,475,0,903,1019,26625,0,-37830531,144913663,120
1,8600,463,475,0,908,1010,25801,0,-37830536,144913650,120
1,8291,454,475,0,912,993,25190,0,-37830541,144913636,120
1,8296,456,475,0,912,979,24483,0,-37830549,144913623,120
1,8166,463,475,0,920,988,23876,0,-37830556,144913611,120
1,8242,471,475,0,948,976,23165,0,-37830566,144913601,120
1,8290,474,475,0,966,966,22176,0,-37830576,144913593,120
1,7904,490,475,0,988,943,21720,0,-37830587,144913585,120
1,8049,518,475,0,1021,960,21172,0,-37830599,144913576,120
1,8233,539,475,0,1043,952,20596,0,-37830611,144913571,120
1,8572,550,475,0,1060,970,20301,0,-37830624,144913566,120
1,8972,567,475,0,1073,959,20359,0,-37830637,144913560,120
1,8948,586,475,0,1088,974,20505,0,-37830651,144913551,120
1,9164,594,475,0,1091,969,20690,0,-37830662,144913543,110
1,9383,606,475,0,1110,978,21100,0,-37830676,144913531,120
1,9420,617,475,0,1104,981,21391,0,-37830687,144913521,120
1,9596,622,475,0,1109,988,21813,0,-37830699,144913508,110
1,9735,628,475,0,1106,983,22205,0,-37830709,144913495,110
1,9925,633,475,0,1102,982,22675,0,-37830719,144913478,110
1,10174,638,475,0,1087,976,23105,0,-37830727,144913463,110
1,10128,647,475,0,1090,969,23742,0,-37830734,144913445,120
1,10181,656,475,0,1078,969,23981,0,-37830742,144913426,120
1,10228,667,475,0,1069,965,24435,0,-37830749,144913408,120
1,10254,680,475,0,1062,968,24817,0,-37830754,144913388,120
1,10429,691,475,0,1051,966,25121,0,-37830757,144913368,120
1,10634,703,475,0,1042,966,25409,0,-37830762,144913346,110
1,10791,715,475,0,1033,965,25668,0,-37830766,144913325,110
1,10946,728,475,0,1023,969,25848,0,-37830769,144913303,110
1,11102,740,475,0,1018,971,26038,0,-37830771,144913280,110
1,11278,751,475,0,1013,970,26183,0,-37830772,144913256,110
1,11432,760,475,0,1010,972,26255,0,-37830776,144913233,110
1,11571,772,475,0,1010,968,26346,0,-37830777,144913210,110
1,11739,782,475,0,1009,970,26377,0,-37830779,144913186,110
1,11864,792,475,0,1006,971,26399,0,-37830781,144913161,110
1,12009,805,475,0,1005,973,26450,0,-37830782,144913136,110
1,12192,813,475,0,1002,979,26450,0,-37830784,144913111,110
1,12254,822,474,0,1000,972,26497,0,-37830786,144913086,110
1,12396,830,474,0,999,978,26518,0,-37830787,144913060,110
1,12513,839,474,0,999,978,26524,0,-37830789,144913035,110
1,12628,849,474,0,997,981,26538,0,-37830791,144913008,110
1,12744,854,474,0,999,979,26524,0,-37830792,144912981,110
1,12858,861,474,0,1004,980,26532,0,-37830796,144912955,110
1,12972,870,474,0,1010,985,26525,0,-37830797,144912928,110
1,13054,876,474,0,1016,1007,26523,0,-37830799,144912900,110
1,13157,880,474,0,1025,1030,26533,0,-37830801,144912873,110
1,12867,871,473,0,1031,1044,26506,0,-37830802,144912845,110
1,12082,850,473,0,1035,1045,26535,0,-37830804,144912818,110
1,11916,834,473,0,1045,1044,26579,0,-37830806,144912790,110
1,11811,819,473,0,1051,1054,26639,0,-37830807,144912763,110
1,11682,801,473,0,1061,1052,26720,0,-37830809,144912736,110
1,11164,781,473,0,1073,1046,26797,0,-37830809,144912711,110
1,10970,762,473,0,1082,1045,26904,0,-37830809,144912686,110
1,10930,748,473,0,1089,1055,27012,0,-37830809,144912661,110
1,10664,731,473,0,1098,1066,27216,0,-37830807,144912638,110
1,10296,708,474,0,1104,1063,27403,0,-37830806,144912615,110
1,9577,683,474,0,1110,1056,27656,0,-37830804,144912591,110
1,9658,662,474,0,1112,1050,27968,0,-37830799,144912570,110
1,9624,644,474,0,1117,1046,28269,0,-37830796,144912548,110
1,9498,626,474,0,1117,1047,28651,0,-37830789,144912530,110
1,9383,610,474,0,1114,1045,29070,0,-37830782,144912511,110
1,9049,593,474,0,1111,1049,29537,0,-37830776,144912493,110
1,8898,576,474,0,1114,1040,30102,0,-37830766,144912478,110
1,8719,559,474,0,1112,1036,30540,0,-37830756,144912463,110
1,8532,545,474,0,1112,1023,31160,0,-37830746,144912451,110
1,8448,535,475,0,1112,1016,31719,0,-37830734,144912440,110
1,8291,527,475,0,1116,1000,32255,0,-37830722,144912430,110
1,8555,524,475,0,1111,994,32902,0,-37830711,144912423,110
1,8612,526,475,0,1108,993,33571,0,-37830697,144912416,110
1,8698,530,475,0,1114,999,34266,0,-37830686,144912413,110
1,8500,530,475,0,1115,990,34933,0,-37830672,144912411,120
1,8628,530,475,0,1110,992,35513,0,-37830659,144912410,120
1,8557,535,475,0,1119,984,292,0,-37830646,144912413,120
1,8615,539,475,0,1116,989,833,0,-37830632,144912416,120
1,8543,542,475,0,1107,981,1437,0,-37830621,144912421,120
1,8573,549,475,0,1108,986,2210,0,-37830607,144912430,120
1,8434,555,475,0,1107,983,2804,0,-37830597,144912438,120
1,8511,560,475,0,1091,978,3397,0,-37830586,144912448,120
1,8773,566,475,0,1087,967,4136,0,-37830577,144912461,120
1,8888,575,474,0,1076,971,4605,0,-37830567,144912475,120
1,9070,589,474,0,1059,973,5078,0,-37830559,144912490,120
1,9103,599,474,0,1045,971,5651,0,-37830552,144912505,120
1,9196,605,474,0,1036,964,6140,0,-37830547,144912523,120
1,9394,619,474,0,1026,963,6425,0,-37830541,144912540,120
1,9541,634,474,0,1023,966,6723,0,-37830536,144912558,120
1,9746,645,474,0,1018,968,6885,0,-37830531,144912576,120
1,9938,657,474,0,1016,964,7009,0,-37830526,144912596,120
1,10106,669,474,0,1014,964,7141,0,-37830521,144912615,120
1,10279,681,474,0,1016,962,7212,0,-37830517,144912635,120
1,10458,695,474,0,1013,967,7266,0,-37830512,144912656,120
1,10611,708,474,0,1016,968,7340,0,-37830507,144912676,120
1,10783,719,474,0,1014,970,7369,0,-37830502,144912698,120
1,10950,729,474,0,1016,966,7444,0,-37830497,144912720,120
1,11127,741,474,0,1012,970,7468,0,-37830492,144912741,120
1,11331,753,474,0,1011,971,7545,0,-37830489,144912765,120
1,11426,763,474,0,1010,973,7571,0,-37830484,144912786,120
1,11591,773,474,0,1005,969,7627,0,-37830481,144912810,120
1,11732,783,474,0,1004,971,7671,0,-37830476,144912833,120
1,11881,794,474,0,1000,970,7710,0,-37830472,144912858,120
1,12036,805,474,0,999,972,7732,0,-37830467,144912881,120
1,12182,814,474,0,995,972,7737,0,-37830462,144912906,130
1,12302,825,474,0,995,974,7770,0,-37830459,144912931,130
1,12479,835,474,0,991,976,7752,0,-37830454,144912956,130
1,12565,843,474,0,991,977,7767,0,-37830451,144912981,130
1,12701,852,474,0,992,976,7749,0,-37830446,144913008,130
