Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11474,759,532,0,877,1016,5263,0,-37831077,144913760,140
1,11498,752,532,0,869,1011,5263,0,-37831077,144913760,140
1,11509,746,532,0,867,1003,4995,0,-37831066,144913778,140
1,11632,744,532,0,861,995,4712,0,-37831052,144913795,140
1,11645,745,532,0,861,992,4383,0,-37831037,144913810,140
1,11790,747,532,0,862,994,3918,0,-37831022,144913825,140
1,11848,751,532,0,862,995,3510,0,-37831007,144913836,130
1,11860,752,532,0,864,1003,3109,0,-37830991,144913848,130
1,11846,752,532,0,878,994,2789,0,-37830972,144913858,130
1,11881,751,532,0,891,996,2381,0,-37830954,144913866,130
1,11829,753,532,0,907,977,1925,0,-37830936,144913873,130
1,11848,757,532,0,922,974,1541,0,-37830917,144913878,130
1,11853,766,532,0,929,965,1140,0,-37830899,144913881,130
1,11923,780,532,0,931,968,855,0,-37830879,144913883,130
1,12038,791,532,0,938,977,642,0,-37830861,144913886,130
1,12133,802,532,0,940,985,391,0,-37830841,144913886,130
1,12249,810,532,0,947,1008,251,0,-37830821,144913886,130
1,12287,811,532,0,948,1024,97,0,-37830799,144913886,130
1,11734,806,531,0,952,1044,35930,0,-37830779,144913885,130
1,11250,793,531,0,955,1047,35772,0,-37830759,144913883,130
1,9935,775,531,0,957,1056,35621,0,-37830737,144913881,130
1,10328,757,531,0,950,1043,35514,0,-37830719,144913878,130
1,10341,737,531,0,950,1040,35451,0,-37830699,144913875,130
1,10495,721,531,0,948,1030,35280,0,-37830681,144913871,130
1,10209,712,531,0,943,1040,35146,0,-37830662,144913868,130
1,9966,699,531,0,931,1043,35007,0,-37830646,144913863,130
1,9876,683,531,0,926,1050,34899,0,-37830629,144913858,130
1,9719,667,531,0,921,1052,34711,0,-37830612,144913853,130
1,9335,649,531,0,917,1052,34503,0,-37830596,144913846,130
1,9121,628,531,0,915,1042,34307,0,-37830581,144913840,130
1,8990,611,531,0,917,1034,34041,0,-37830566,144913831,130
1,8774,598,531,0,912,1035,33661,0,-37830552,144913821,130
1,8612,587,531,0,910,1050,33322,0,-37830539,144913813,130
1,8404,574,531,0,906,1062,32934,0,-37830527,144913801,130
1,8178,552,531,0,901,1060,32576,0,-37830516,144913791,130
1,7914,527,531,0,896,1049,32192,0,-37830506,144913778,130
1,7846,509,531,0,902,1038,31762,0,-37830496,144913766,130
1,7764,493,531,0,909,1041,31182,0,-37830489,144913753,130
1,7688,480,531,0,908,1031,30585,0,-37830482,144913740,130
1,7511,466,531,0,912,1033,29956,0,-37830479,144913725,130
1,7554,454,530,0,904,1021,29230,0,-37830476,144913710,130
1,7981,445,530,0,899,1013,28440,0,-37830474,144913695,120
1,7645,437,530,0,894,999,27857,0,-37830474,144913680,120
1,7949,436,530,0,895,985,27359,0,-37830474,144913666,120
1,7816,438,530,0,897,989,26514,0,-37830477,144913651,120
1,7922,445,530,0,914,984,25778,0,-37830482,144913638,120
1,7774,449,530,0,929,984,24511,0,-37830491,144913626,120
1,7371,452,530,0,942,968,23635,0,-37830499,144913616,120
1,7239,462,529,0,955,960,22947,0,-37830507,144913605,120
1,7352,475,529,0,973,957,22193,0,-37830516,144913596,120
1,7571,490,529,0,990,956,21591,0,-37830526,144913588,130
1,7746,506,529,0,1005,961,21117,0,-37830537,144913581,130
