Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,11673,760,539,0,870,1025,5840,0,-37831082,144913770,130
1,11693,752,539,0,866,1019,5580,0,-37831082,144913770,130
1,11721,744,539,0,861,1014,5273,0,-37831069,144913788,130
1,11718,736,539,0,861,995,4969,0,-37831056,144913805,130
1,11755,734,539,0,858,989,4581,0,-37831042,144913821,130
1,11773,740,539,0,866,986,4167,0,-37831027,144913835,130
1,11834,746,539,0,867,986,3707,0,-37831011,144913848,130
1,11964,749,539,0,863,985,3307,0,-37830994,144913860,130
1,11942,755,539,0,870,980,2932,0,-37830976,144913870,130
1,11992,761,539,0,868,986,2538,0,-37830957,144913880,130
1,12207,767,539,0,877,973,2095,0,-37830939,144913886,130
1,12305,773,539,0,882,976,1782,0,-37830919,144913893,130
1,12366,783,539,0,899,971,1425,0,-37830901,144913898,120
1,12131,794,539,0,901,981,1015,0,-37830881,144913901,120
1,12185,801,539,0,918,984,739,0,-37830861,144913903,120
1,12282,809,539,0,927,1007,313,0,-37830839,144913903,120
1,12430,813,539,0,944,1025,149,0,-37830819,144913903,120
1,12060,806,539,0,950,1031,35890,0,-37830799,144913901,120
1,11492,791,539,0,965,1040,35729,0,-37830777,144913900,120
1,11511,782,539,0,976,1033,35498,0,-37830757,144913896,120
1,10739,767,539,0,977,1056,35307,0,-37830739,144913893,120
1,10826,752,539,0,973,1038,35251,0,-37830719,144913890,120
1,10432,734,539,0,966,1042,35203,0,-37830701,144913886,120
1,10645,717,539,0,954,1029,35104,0,-37830682,144913881,130
1,10366,710,539,0,945,1030,35047,0,-37830664,144913878,130
1,10051,697,539,0,930,1029,34976,0,-37830646,144913873,130
1,10036,685,539,0,913,1036,34928,0,-37830629,144913870,130
1,9912,677,539,0,908,1048,34795,0,-37830612,144913865,130
1,9773,661,539,0,902,1063,34572,0,-37830596,144913858,130
1,9630,640,539,0,898,1062,34290,0,-37830579,144913851,130
